,text,tokens,actual,predicted
223,"↑ Pizzolato , N. ; Ventura , P. ; D'Antona , F. ; Maggio , A. ; Micela , G. ; Sciortino , S. ( 2001 ) . `` Subphotospheric convection and magnetic activity dependence on metallicity and age :",↑ Pizzolato N Ventura P DAntona F Maggio A Micela G Sciortino S Subphotospheric convection and magnetic activity dependence on metallicity and age ↑ P  Pi Piz izz zzo zol ola lat ato to  o     N  N  N     V  Ve Ven ent ntu tur ura ra  a     P  P  P     D  DA DAn Ant nto ton ona na  a     F  F  F     M  Ma Mag agg ggi gio io  o     A  A  A     M  Mi Mic ice cel ela la  a     G  G  G     S  Sc Sci cio ior ort rti tin ino no  o     S  S  S                     S  Su Sub ubp bph pho hot oto tos osp sph phe her eri ric ic  c c  co con onv nve vec ect cti tio ion on  n a  an and nd  d m  ma mag agn gne net eti tic ic  c a  ac act cti tiv ivi vit ity ty  y d  de dep epe pen end nde den enc nce ce  e o  on on  n m  me met eta tal all lli lic ici cit ity ty  y a  an and nd  d a  ag age ge  ,kk,it
224,policy became less statist and more laissez-faire .,policy became less statist and more laissezfaire pol oli lic icy cy  y b  be bec eca cam ame me  e l  le les ess ss  s s  st sta tat ati tis ist st  t a  an and nd  d m  mo mor ore re  e l  la lai ais iss sse sez ezf zfa fai air ire re  ,id,en
225,"singers , referred",singers referred sin ing nge ger ers rs  s     r  re ref efe fer err rre red ,en,no
226,El Paso [,El Paso El  l P  Pa Pas aso so  ,it,es
227,pública a la,pública p ú b l i c a a a la l a púb úbl bli lic ica ca  a a  a  a l  la ,ca,es
228,Historia Regum Britanniae,Historia Regum Britanniae His ist sto tor ori ria ia  a R  Re Reg egu gum um  m B  Br Bri rit ita tan ann nni nia iae ,sh,la
229,[ 102 ],,ru,en
230,e o,e o e o ,th,pt
231,encontra o centenario,encontra o centenario enc nco con ont ntr tra ra  a o  o  o c  ce cen ent nte ten ena nar ari rio ,gl,es
232,^ [ 1,,it,en
233,", Velakali ,",Velakali  Ve Vel ela lak aka kal ali li  ,en,ms
234,"Az emberek ,",Az A z emberek e m b e r e k Az  z e  em emb mbe ber ere rek ek  ,de,hu
235,"↑ Marášek , Zdeněk . Posádka Titaniku ( ĉeĥe ) ( c1999-2008 ) . Arkivita el la originalo je 2015-02-20 . Alirita 2015-02-28 . “Při první plavbě Titaniku přes Atlantik bylo na palubě přes 900 členů posádky . Zhruba 340",↑ ↑ Marášek M a r á š e k Zdeněk Z d e n ě k Posádka P o s á d k a Titaniku T i t a n i k u ĉeĥe ĉ e ĥ e c c Arkivita A r k i v i t a el e l la l a originalo o r i g i n a l o je j e Alirita A l i r i t a “Při “ P ř i první p r v n í plavbě p l a v b ě Titaniku T i t a n i k u přes p ř e s Atlantik A t l a n t i k bylo b y l o na n a palubě p a l u b ě přes p ř e s členů č l e n ů posádky p o s á d k y Zhruba Z h r u b a ↑ M  Ma Mar ará ráš áše šek ek  k     Z  Zd Zde den eně něk ěk  k     P  Po Pos osá sád ádk dka ka  a T  Ti Tit ita tan ani nik iku ku  u     ĉ  ĉe ĉeĥ eĥe ĥe  e         c  c  c         A  Ar Ark rki kiv ivi vit ita ta  a e  el el  l l  la la  a o  or ori rig igi gin ina nal alo lo  o j  je je  e         A  Al Ali lir iri rit ita ta  a         “  “P “Př Při ři  i p  pr prv rvn vní ní  í p  pl pla lav avb vbě bě  ě T  Ti Tit ita tan ani nik iku ku  u p  př pře řes es  s A  At Atl tla lan ant nti tik ik  k b  by byl ylo lo  o n  na na  a p  pa pal alu lub ubě bě  ě p  př pře řes es  s     č  čl čle len enů nů  ů p  po pos osá sád ádk dky ky  y     Z  Zh Zhr hru rub uba ba  ,eo,cs
236,l i n,l l i i n n l i  i  i n ,zh,ca
237,„Interim rex praefatus,„Interim rex praefatus „In Int nte ter eri rim im  m r  re rex ex  x p  pr pra rae aef efa fat atu tus ,de,la
238,Tesla Model 3,Tesla Model Tes esl sla la  a M  Mo Mod ode del el  ,da,es
239,242 ] ;,,pl,en
240,Westminster diocese was,Westminster diocese was Wes est stm tmi min ins nst ste ter er  r d  di dio ioc oce ces ese se  e w  wa was ,hi,en
241,. Krome hodiaŭ,Krome hodiaŭ  Kr Kro rom ome me  e h  ho hod odi dia iaŭ ,eo,la
242,· Karlfeldt (,· Karlfeldt · K  Ka Kar arl rlf lfe fel eld ldt dt  ,sv,no
243,Tucumanu ( Congreso,Tucumanu Congreso Tuc ucu cum uma man anu nu  u     C  Co Con ong ngr gre res eso ,sl,pt
244,p. 216 .,p p p   ,es,de
245,kennen . [,kennen k e n n e n ken enn nne nen en  n   ,de,nl
246,) . Arteriosclerosis,Arteriosclerosis   A  Ar Art rte ter eri rio ios osc scl cle ler ero ros osi sis ,sv,es
247,"Manish Boys ,",Manish Boys Man ani nis ish sh  h B  Bo Boy oys ys  ,fr,en
248,( criminal cases,criminal c r i m i n a l cases c a s e s  cr cri rim imi min ina nal al  l c  ca cas ase ses ,no,ca
249,in oseb na,in oseb na in  n o  os ose seb eb  b n  na ,sl,pt
250,1905 : Lenard,Lenard   L  Le Len ena nar ard ,nl,fr
251,( Picopop ·,Picopop ·  Pi Pic ico cop opo pop op  p · ,vi,it
252,) . Military,Military M i l i t a r y   M  Mi Mil ili lit ita tar ary ,hy,tr
253,) Кана́да (,Кана́да К а н а ́ д а  Ка Кан ана на́ а́д ́да да  ,ce,be
254,"% , in",in   i  in ,pt,en
255,"T. Karafet ,",T T Karafet K a r a f e t T K  Ka Kar ara raf afe fet et  ,he,tr
256,1702 1713 1719 1724 1730 1741 1747 1752 1758 1769,                            ,eo,en
257,A ) :,A A A   ,he,en
258,· Ibáñez del,· · Ibáñez I b á ñ e z del d e l · I  Ib Ibá báñ áñe ñez ez  z d  de del ,sv,ca
259,pertengahan abad ke-19,pertengahan abad ke per ert rte ten eng nga gah aha han an  n a  ab aba bad ad  d k  ke ,id,ms
260,[ ˌwiˑkiˈpidi.ə ],ˌwiˑkiˈpidiə ˌ w i ˑ k i ˈ p i d i ə  ˌw ˌwi wiˑ iˑk ˑki kiˈ iˈp ˈpi pid idi diə iə  ,bg,az
261,| valloni,valloni  va val all llo lon oni ,fi,en
262,"'' , The",The   T  Th The ,sh,en
263,and Political Science»,and Political Science» and nd  d P  Po Pol oli lit iti tic ica cal al  l S  Sc Sci cie ien enc nce ce» ,el,en
264,"Aardappeleters ) ,",Aardappeleters A a r d a p p e l e t e r s Aar ard rda dap app ppe pel ele let ete ter ers rs  s   ,uk,nl
265,Todos eles estiveram,Todos eles estiveram Tod odo dos os  s e  el ele les es  s e  es est sti tiv ive ver era ram ,pt,es
266,"elektrik , elektronika",elektrik elektronika ele lek ekt ktr tri rik ik  k     e  el ele lek ekt ktr tro ron oni nik ika ,az,tr
267,dalam Perang Dingin,dalam Perang Dingin dal ala lam am  m P  Pe Per era ran ang ng  g D  Di Din ing ngi gin ,id,ms
268,System berhad .,System berhad Sys yst ste tem em  m b  be ber erh rha had ad  ,ms,en
269,[ 113 ],,da,en
270,pres en la,pres en la pre res es  s e  en en  n l  la ,ca,es
271,( Estados Unidos,Estados Unidos  Es Est sta tad ado dos os  s U  Un Uni nid ido dos ,pt,es
272,）[1,） ） ,ja,zh
273,; pinyin :,pinyin  pi pin iny nyi yin in  ,ms,en
274,· Йемен ·,· · Йемен Й е м е н · · · Й  Йе Йем еме мен ен  н · ,kk,bg
275,Daerah Khusus Ibukota,Daerah Khusus Ibukota Dae aer era rah ah  h K  Kh Khu hus usu sus us  s I  Ib Ibu buk uko kot ota ,vi,id
276,626 ) ;,,ca,en
277,ble i november,ble i november ble le  e i  i  i n  no nov ove vem emb mbe ber ,no,ms
278,dosta zapisivača narodnih,dosta zapisivača narodnih dos ost sta ta  a z  za zap api pis isi siv iva vač ača ča  a n  na nar aro rod odn dni nih ,sh,hr
279,"cestu , vodu",cestu vodu ces est stu tu  u     v  vo vod odu ,sh,sl
280,the States ),the States the he  e S  St Sta tat ate tes es  ,uk,en
281,", eller de",eller e l l e r de d e  el ell lle ler er  r d  de ,da,sv
282,x i y,x x i i y y x i  i  i y ,hr,es
283,1985 ) •,• •   • ,hy,pl
284,de Santiago de,de Santiago de de  e S  Sa San ant nti tia iag ago go  o d  de ,es,gl
285,", Kepulauan Riau",Kepulauan Riau  Ke Kep epu pul ula lau aua uan an  n R  Ri Ria iau ,id,ms
286,"relief ) ,",relief rel eli lie ief ef  f   ,no,en
287,non utentes illis,non n o n utentes u t e n t e s illis i l l i s non on  n u  ut ute ten ent nte tes es  s i  il ill lli lis ,la,it
288,i dag et,i dag et i d  da dag ag  g e  et ,da,no
289,• Liberia •,• • Liberia L i b e r i a • • • L  Li Lib ibe ber eri ria ia  a • ,da,eu
290,", `` Pictures",Pictures   P  Pi Pic ict ctu tur ure res ,ar,en
291,Singapore ( 14.8,Singapore Sin ing nga gap apo por ore re  e   ,hu,ro
292,rozrastali . To,rozrastali To roz ozr zra ras ast sta tal ali li  i     T  To ,sk,sh
293,President . '',President Pre res esi sid ide den ent nt  t   ,ca,en
294,brodova . S prijeratnim `` krajicama '' neminovno na zalasku,brodova S prijeratnim krajicama neminovno na zalasku bro rod odo dov ova va  a     S  S  S p  pr pri rij ije jer era rat atn tni nim im  m     k  kr kra raj aji jic ica cam ama ma  a     n  ne nem emi min ino nov ovn vno no  o n  na na  a z  za zal ala las ask sku ,hr,sh
295,15 ] [,,hi,en
296,: 1 May 2013 .,May   M  Ma May ay  y   ,tr,en
297,. El primer,El E l primer p r i m e r  El El  l p  pr pri rim ime mer ,es,ca
298,"kúyra ( en . Accipiter brevipes ) , ( оьрсаша",kúyra en Accipiter brevipes оьрсаша kúy úyr yra ra  a     e  en en  n     A  Ac Acc cci cip ipi pit ite ter er  r b  br bre rev evi vip ipe pes es  s             о  оь оьр ьрс рса саш аша ,ce,ru
299,men kun de,men m e n kun k u n de d e men en  n k  ku kun un  n d  de ,no,eo
300,· Abartzuza ·,· · Abartzuza A b a r t z u z a · · · A  Ab Aba bar art rtz tzu zuz uza za  a · ,gl,eu
301,"1934 ) ,",,no,en
302,tek djelomično ublaženog,tek djelomično ublaženog tek ek  k d  dj dje jel elo lom omi mič ičn čno no  o u  ub ubl bla laž aže žen eno nog ,sh,hr
303,Open Sources 2.0,Open Sources Ope pen en  n S  So Sou our urc rce ces es  ,fa,fr
304,fact about Macedonian,fact about Macedonian fac act ct  t a  ab abo bou out ut  t M  Ma Mac ace ced edo don oni nia ian ,tr,en
305,в пределах Казахстана,в в пределах п р е д е л а х Казахстана К а з а х с т а н а в п  пр пре ред еде дел ела лах ах  х К  Ка Каз аза зах ахс хст ста тан ана ,ce,uk
306,Segunda República española,Segunda República española Seg egu gun und nda da  a R  Re Rep epú púb úbl bli lic ica ca  a e  es esp spa pañ año ñol ola ,gl,es
307,"Lagacé-Wiens PR ,",LagacéWiens PR Lag aga gac acé céW éWi Wie ien ens ns  s P  PR PR  ,fa,de
308,J. ; Tholen,J Tholen J     T  Th Tho hol ole len ,th,en
309,nordenden av Negevørkenen,nordenden av Negevørkenen nor ord rde den end nde den en  n a  av av  v N  Ne Neg ege gev evø vør ørk rke ken ene nen ,nn,no
310,Haiti • Honduras,Haiti H a i t i • • Honduras H o n d u r a s Hai ait iti ti  i •  •  • H  Ho Hon ond ndu dur ura ras ,hu,pl
311,• DVCAM (,• • DVCAM D V C A M • D  DV DVC VCA CAM AM  ,it,da
312,folosesc metode de,folosesc metode de fol olo los ose ses esc sc  c m  me met eto tod ode de  e d  de ,ro,es
313,Uganda . [,Uganda U g a n d a Uga gan and nda da  a   ,sv,uz
314,", no qual",no n o qual q u a l  no no  o q  qu qua ual ,pt,ca
315,", Illinois ,",Illinois I l l i n o i s  Il Ill lli lin ino noi ois is  ,ms,id
316,| Jagna |,Jagna J a g n a  Ja Jag agn gna na  ,ceb,fi
317,", ora 0",ora  or ora ra  ,ro,es
318,( sh ),sh s h  sh sh  ,id,en
319,"'Iran ' disappeared from official records of the Saffarids ,",Iran disappeared from official records of the Saffarids Ira ran an  n     d  di dis isa sap app ppe pea ear are red ed  d f  fr fro rom om  m o  of off ffi fic ici cia ial al  l r  re rec eco cor ord rds ds  s o  of of  f t  th the he  e S  Sa Saf aff ffa far ari rid ids ds  ,war,en
320,så fredelig politikk,så s å fredelig f r e d e l i g politikk p o l i t i k k så  å f  fr fre red ede del eli lig ig  g p  po pol oli lit iti tik ikk ,no,da
321,Bloody Code (,Bloody Code Blo loo ood ody dy  y C  Co Cod ode de  ,sv,fr
322, 20,,zh,en
323,the Dishonest and,the Dishonest and the he  e D  Di Dis ish sho hon one nes est st  t a  an and ,ro,en
324,and Catherine .,and Catherine and nd  d C  Ca Cat ath the her eri rin ine ne  ,ar,en
325,ostavili trag na,ostavili trag na ost sta tav avi vil ili li  i t  tr tra rag ag  g n  na ,sh,hr
326,) . Appena,Appena   A  Ap App ppe pen ena ,it,fr
327,Sai tu Romano,Sai tu Romano Sai ai  i t  tu tu  u R  Ro Rom oma man ano ,sk,it
328,"Лунд , Сконе",Лунд Л у н д Сконе С к о н е Лун унд нд  д     С  Ск Ско кон оне ,uk,ru
329,on El Salvadorin,on El Salvadorin on  n E  El El  l S  Sa Sal alv lva vad ado dor ori rin ,fi,ca
330,Louise . Aboriginal,Louise Aboriginal Lou oui uis ise se  e     A  Ab Abo bor ori rig igi gin ina nal ,vi,fr
331,koji zadržava Zemljina gravitacija . Sadrži oko četiri petine dušika,koji zadržava Zemljina gravitacija Sadrži oko četiri petine dušika koj oji ji  i z  za zad adr drž rža žav ava va  a Z  Ze Zem eml mlj lji jin ina na  a g  gr gra rav avi vit ita tac aci cij ija ja  a     S  Sa Sad adr drž rži ži  i o  ok oko ko  o č  če čet eti tir iri ri  i p  pe pet eti tin ine ne  e d  du duš uši šik ika ,hr,sh
332,M.D.F.R.S . of,MDFRS M D F R S of o f MDF DFR FRS RS  S     o  of ,sh,en
333,политически независима от,политически п о л и т и ч е с к и независима н е з а в и с и м а от о т пол оли лит ити тич иче чес еск ски ки  и н  не нез еза зав ави вис иси сим има ма  а о  от ,ru,bg
334,. Richter dirixiu,Richter dirixiu  Ri Ric ich cht hte ter er  r d  di dir iri rix ixi xiu ,gl,fr
335,scholars from the,scholars from the sch cho hol ola lar ars rs  s f  fr fro rom om  m t  th the ,hy,en
336,1945 ) ·,· ·   · ,sv,no
337,"Àfrica , i",Àfrica i Àfr fri ric ica ca  a     i ,ca,it
338,den første til,den d e n første f ø r s t e til t i l den en  n f  fø før ørs rst ste te  e t  ti til ,no,nn
339,. Il a,Il a  Il Il  l a ,fr,it
340,2005. godine je,godine je  go god odi din ine ne  e j  je ,hr,sh
341,) . I,I I   I ,no,it
342,en cas de,en cas de en  n c  ca cas as  s d  de ,fr,gl
343,· NLA :,· · NLA N L A · N  NL NLA LA  ,be,fr
344,"za bicikle je građevina , katedrala u Lincolnu je arhitektonsko djelo '' . Danas je razlika prilično nejasna . Bernard Rudofsky je u slavnom djelu `` Arhitektura bez arhitekata '' svrstao u arhitekturu čitav niz građevina koje dizajniraju amateri .",za bicikle je građevina katedrala u Lincolnu je arhitektonsko djelo Danas je razlika prilično nejasna Bernard Rudofsky je u slavnom djelu Arhitektura bez arhitekata svrstao u arhitekturu čitav niz građevina koje dizajniraju amateri za  a b  bi bic ici cik ikl kle le  e j  je je  e g  gr gra rađ ađe đev evi vin ina na  a     k  ka kat ate ted edr dra ral ala la  a u  u  u L  Li Lin inc nco col oln lnu nu  u j  je je  e a  ar arh rhi hit ite tek ekt kto ton ons nsk sko ko  o d  dj dje jel elo lo  o         D  Da Dan ana nas as  s j  je je  e r  ra raz azl zli lik ika ka  a p  pr pri ril ili lič ičn čno no  o n  ne nej eja jas asn sna na  a     B  Be Ber ern rna nar ard rd  d R  Ru Rud udo dof ofs fsk sky ky  y j  je je  e u  u  u s  sl sla lav avn vno nom om  m d  dj dje jel elu lu  u     A  Ar Arh rhi hit ite tek ekt ktu tur ura ra  a b  be bez ez  z a  ar arh rhi hit ite tek eka kat ata ta  a     s  sv svr vrs rst sta tao ao  o u  u  u a  ar arh rhi hit ite tek ekt ktu tur uru ru  u č  či čit ita tav av  v n  ni niz iz  z g  gr gra rađ ađe đev evi vin ina na  a k  ko koj oje je  e d  di diz iza zaj ajn jni nir ira raj aju ju  u a  am ama mat ate ter eri ri  ,sh,hr
345,and origin (,and origin and nd  d o  or ori rig igi gin in  ,pt,en
346,· Omurano ·,· Omurano · · O  Om Omu mur ura ran ano no  o · ,pt,it
347,февраль 1940 -,февраль ф е в р а л ь фев евр вра рал аль ль  ь   ,ce,uk
348,· Polonia ·,· · Polonia P o l o n i a · · · P  Po Pol olo lon oni nia ia  a · ,la,ca
349,durante la guerra,durante la guerra dur ura ran ant nte te  e l  la la  a g  gu gue uer err rra ,it,es
350,| 1962–1966 |,– –  –  ,fi,de
351,y Protectora de,y Protectora de y P  Pr Pro rot ote tec ect cto tor ora ra  a d  de ,gl,es
352,superior ) e,superior e sup upe per eri rio ior or  r     e ,pt,en
353,in gin pa,in gin pa in  n g  gi gin in  n p  pa ,war,de
354,2002 · 2003 · 2004 · 2005 · 2006 ·,· · · · ·  ·  ·     ·  ·  ·     ·  ·  ·     ·  ·  ·     · ,nl,no
355,of the People,of the People of  f t  th the he  e P  Pe Peo eop opl ple ,zh,en
356,р. понад 5,р р понад п о н а д р п  по пон она над ад  ,uk,ru
357,", Gros ,",Gros  Gr Gro ros os  ,eu,es
358,", J ,",J J  J  ,fa,eo
359,( en castellano,en castellano  en en  n c  ca cas ast ste tel ell lla lan ano ,es,gl
360,even more so,even more so eve ven en  n m  mo mor ore re  e s  so ,ro,en
361,"40 , 41",,ca,en
362,asi 30 000,asi a s i asi si  i   ,cs,id
363,• Germán Gil,• • Germán G e r m á n Gil G i l • G  Ge Ger erm rmá mán án  n G  Gi Gil ,ca,cs
364,de la placa,de la placa de  e l  la la  a p  pl pla lac aca ,ca,es
365,de 8 300,de de  e   ,fr,es
366,'s memoirs .,s memoirs s m  me mem emo moi oir irs rs  ,en,fr
367,parte da .,parte da par art rte te  e d  da da  ,eu,it
368,^ `` ...,,tr,en
369,New York Cityju,New N e w York Y o r k Cityju C i t y j u New ew  w Y  Yo Yor ork rk  k C  Ci Cit ity tyj yju ,sl,lt
370,. 904–07 (,– –  –  ,sh,de
371,• Варшава (,• • Варшава В а р ш а в а • В  Ва Вар арш рша шав ава ва  ,uk,be
372,", сельских населённых",сельских с е л ь с к и х населённых н а с е л ё н н ы х  се сел ель льс ьск ски ких их  х н  на нас асе сел елё лён ённ нны ных ,sr,ru
373,"1923 ) ,",,el,en
374,[ 231 ],,ro,en
375,Studios i Ribe . [ 7 ] Mix og mastering,Studios i Ribe Mix og mastering Stu tud udi dio ios os  s i  i  i R  Ri Rib ibe be  e                 M  Mi Mix ix  x o  og og  g m  ma mas ast ste ter eri rin ing ,da,nn
376,Vida Juvan •,Vida V i d a Juvan J u v a n • • Vid ida da  a J  Ju Juv uva van an  n • ,sl,nl
377,1830 1841 1847,,eo,en
378,Ƣƣ • Ƕƕ • Ĳĳ • Ǐǐ • Iı •,Ƣƣ Ƣ ƣ • • Ƕƕ Ƕ ƕ • • Ĳĳ Ĳ ĳ • • Ǐǐ Ǐ ǐ • • Iı I ı • • Ƣƣ  ƣ •  •  • Ƕ  Ƕƕ Ƕƕ  ƕ •  •  • Ĳ  Ĳĳ Ĳĳ  ĳ •  •  • Ǐ  Ǐǐ Ǐǐ  ǐ •  •  • I  Iı Iı  ı • ,eo,az
379,человеческих» . Европа с ужасом смотрела на этот вулкан и,человеческих» ч е л о в е ч е с к и х » Европа Е в р о п а с с ужасом у ж а с о м смотрела с м о т р е л а на н а этот э т о т вулкан в у л к а н и и чел ело лов ове веч ече чес еск ски ких их» х»  »     Е  Ев Евр вро роп опа па  а с  с  с у  уж ужа жас асо сом ом  м с  см смо мот отр тре рел ела ла  а н  на на  а э  эт это тот от  т в  ву вул улк лка кан ан  н и ,uk,ru
380,", den delvis",den d e n delvis d e l v i s  de den en  n d  de del elv lvi vis ,sv,da
381,"Terra , 1980",Terra T e r r a Ter err rra ra  a   ,it,eu
382,. Juni 2014 zwischen der Europäischen Union und der Europäischen,Juni zwischen der Europäischen Union und der Europäischen  Ju Jun uni ni  i     z  zw zwi wis isc sch che hen en  n d  de der er  r E  Eu Eur uro rop opä päi äis isc sch che hen en  n U  Un Uni nio ion on  n u  un und nd  d d  de der er  r E  Eu Eur uro rop opä päi äis isc sch che hen ,ru,de
383,von Dr. Arie,von Dr Arie von on  n D  Dr Dr  r A  Ar Ari rie ,vo,de
384,"Garrani , Isa",Garrani Isa Gar arr rra ran ani ni  i     I  Is Isa ,it,la
385,2005 ) .,,el,en
386,", molekyl- ,",molekyl m o l e k y l  mo mol ole lek eky kyl yl  ,nn,cs
387,of Augustus (,of Augustus of  f A  Au Aug ugu gus ust stu tus us  ,ceb,en
388,"kan , men",kan men kan an  n     m  me men ,nn,id
