,text,tokens,actual,predicted
149,Корнелл / Кеттерле,Корнелл К о р н е л л Кеттерле К е т т е р л е Кор орн рне нел елл лл  л     К  Ке Кет етт тте тер ерл рле ,uk,ru
150,242 ] ;,,pl,en
151,6 ) :,,ro,en
152,", var over",var over var aro rov ove ver ,no,nn
153,"– Filippi ,",– Filippi –Fi Fil ili lip ipp ppi ,it,de
154,of Wealth Held,of o f Wealth W e a l t h Held H e l d of  f W  We Wea eal alt lth th  h H  He Hel eld ,sv,nl
155,Jimmy’ego Cartera .,Jimmy’ego J i m m y ’ e g o Cartera C a r t e r a Jim imm mmy my’ y’e ’eg ego go  o C  Ca Car art rte ter era ra  ,pl,eu
156,"ere kambrija ,",ere kambrija ere rek eka kam amb mbr bri rij ija ,hr,sl
157,sonra kanal 10,sonra s o n r a kanal k a n a l son onr nra ra  a k  ka kan ana nal al  ,az,tr
158,", molekyl- ,",molekyl mol ole lek eky kyl ,nn,it
159,Elzas-Champagne-Ardenne-Lorraine • Île-de-France,ElzasChampagneArdenneLorraine • ÎledeFrance Elz lza zas asC sCh Cha ham amp mpa pag agn gne neA eAr Ard rde den enn nne neL eLo Lor orr rra rai ain ine ne• e•Î •Îl Île led ede deF eFr Fra ran anc nce ,sh,fr
160,. [ 287,,ar,en
161,o poznavanju maglice,o poznavanju maglice opo poz ozn zna nav ava van anj nju jum uma mag agl gli lic ice ,hr,sh
162,. Spatial dynamics of settlement and natural ressources : toward,Spatial dynamics of settlement and natural ressources toward Spa pat ati tia ial ald ldy dyn yna nam ami mic ics cso sof ofs fse set ett ttl tle lem eme men ent nta tan and ndn dna nat atu tur ura ral alr lre res ess sso sou our urc rce ces est sto tow owa war ard ,war,en
163,-regionen . Han,regionen Han reg egi gio ion one nen enH nHa Han ,nn,de
164,kitabı . İslam,kitabı k i t a b ı İslam İ s l a m kit ita tab abı bı  ı     İ  İs İsl sla lam ,az,tr
165,( kk ),kk k k  kk kk  ,hy,da
166,| Ratsastus |,Ratsastus R a t s a s t u s  Ra Rat ats tsa sas ast stu tus us  ,fi,et
167,Malta • Moldova,Malta M a l t a • • Moldova M o l d o v a Mal alt lta ta  a •  •  • M  Mo Mol old ldo dov ova ,az,cs
168,53 tahun ),tahun tah ahu hun ,id,ms
169," ↑   MIRANDA-SAAVEDRA, Diego; STARK, Michael J. R.; PACKER, Jeremy C., et al. The complement of protein kinases of the microsporidium  Encephalitozoon cuniculi  in relation to those of  Saccharomyces cerevisiae  and  Schizosaccharomyces pombe .  BMC Genomics , 2007, roč. 8, s. 309.  DOI :  10.1186/1471-2164-8-309 .  PMID 17784954 . PMC:  2078597 . (po anglicky) ",↑ ↑ MIRANDASAAVEDRA M I R A N D A S A A V E D R A Diego D i e g o STARK S T A R K Michael M i c h a e l J J R R PACKER P A C K E R Jeremy J e r e m y C C et e t al a l The T h e complement c o m p l e m e n t of o f protein p r o t e i n kinases k i n a s e s of o f the t h e microsporidium m i c r o s p o r i d i u m Encephalitozoon E n c e p h a l i t o z o o n cuniculi c u n i c u l i in i n relation r e l a t i o n to t o those t h o s e of o f Saccharomyces S a c c h a r o m y c e s cerevisiae c e r e v i s i a e and a n d Schizosaccharomyces S c h i z o s a c c h a r o m y c e s pombe p o m b e BMC B M C Genomics G e n o m i c s roč r o č s s DOI D O I PMID P M I D PMC P M C po p o anglicky a n g l i c k y  ↑  ↑         M  MI MIR IRA RAN AND NDA DAS ASA SAA AAV AVE VED EDR DRA RA  A D  Di Die ieg ego go  o S  ST STA TAR ARK RK  K M  Mi Mic ich cha hae ael el  l J  J  J R  R  R P  PA PAC ACK CKE KER ER  R J  Je Jer ere rem emy my  y C  C  C e  et et  t a  al al  l T  Th The he  e c  co com omp mpl ple lem eme men ent nt  t o  of of  f p  pr pro rot ote tei ein in  n k  ki kin ina nas ase ses es  s o  of of  f t  th the he  e m  mi mic icr cro ros osp spo por ori rid idi diu ium um  m     E  En Enc nce cep eph pha hal ali lit ito toz ozo zoo oon on  n c  cu cun uni nic icu cul uli li  i     i  in in  n r  re rel ela lat ati tio ion on  n t  to to  o t  th tho hos ose se  e o  of of  f     S  Sa Sac acc cch cha har aro rom omy myc yce ces es  s c  ce cer ere rev evi vis isi sia iae ae  e     a  an and nd  d     S  Sc Sch chi hiz izo zos osa sac acc cch cha har aro rom omy myc yce ces es  s p  po pom omb mbe be  e         B  BM BMC MC  C G  Ge Gen eno nom omi mic ics cs  s         r  ro roč oč  č     s  s  s         D  DO DOI OI  I                     P  PM PMI MID ID  D         P  PM PMC MC  C             p  po po  o a  an ang ngl gli lic ick cky ky  ,sk,hr
170,storočí ovládali určité,storočí s t o r o č í ovládali o v l á d a l i určité u r č i t é sto tor oro roč očí čí  í o  ov ovl vlá lád áda dal ali li  i u  ur urč rči čit ité ,sk,cs
171,centra [ f,centra c e n t r a f f cen ent ntr tra ra  a     f ,sv,ca
172,Period . Atlanta,Period Atlanta Per eri rio iod odA dAt Atl tla lan ant nta ,en,it
173,Gazastripa . I,Gazastripa I Gaz aza zas ast str tri rip ipa paI ,nn,sh
174,海万国,海万国 海 万 国 海万国 ,zh,ja
175,olje ) .,olje olj lje ,no,sl
176,Almeida et Marcelo,Almeida et Marcelo Alm lme mei eid ida dae aet etM tMa Mar arc rce cel elo ,fr,la
177,"est ) ,",est est ,it,fr
178,normalt meget lange,normalt n o r m a l t meget m e g e t lange l a n g e nor orm rma mal alt lt  t m  me meg ege get et  t l  la lan ang nge ,da,hu
179,· LCCN : n79003363 · NDL : 00441444 · NKC,· · LCCN L C C N n n · · NDL N D L · · NKC N K C · L  LC LCC CCN CN  N     n  n  n ·  ·  · N  ND NDL DL  L         ·  ·  · N  NK NKC ,hy,sv
180,und Eis (,und Eis und ndE dEi Eis ,no,de
181,Centurion ( tanc ) • FN MAG • Bombardier B-1,Centurion C e n t u r i o n tanc t a n c • • FN F N MAG M A G • • Bombardier B o m b a r d i e r B B Cen ent ntu tur uri rio ion on  n     t  ta tan anc nc  c     •  •  • F  FN FN  N M  MA MAG AG  G •  •  • B  Bo Bom omb mba bar ard rdi die ier er  r B ,ro,da
182,utjecaja Rusije na,utjecaja Rusije na utj tje jec eca caj aja jaR aRu Rus usi sij ije jen ena ,sh,hr
183,lingkaran pengajaran (,lingkaran pengajaran lin ing ngk gka kar ara ran anp npe pen eng nga gaj aja jar ara ran ,ms,id
184,da . Cerdanyola,da d a Cerdanyola C e r d a n y o l a da  a     C  Ce Cer erd rda dan any nyo yol ola ,eu,tr
185," Pengaruh Arab-Islam ڤڠاروه عرب-إسلم [ sunting  |  sunting sumber ] Bahasa Arab dan agama Islam sangat mempengaruhi perkembangan bahasa Melayu. Status bahasa Melayu yang bertaraf lingua franca dan keunikannya telah menyebabkan agama Islam disebarkan dalam bahasa Melayu dan tidak dengan bahasa Arab. Walau bagaimanapun, bahasa Arab melalui kedatangan agama Islam telah mempengaruhi perkembangan bahasa Melayu dalam beberapa aspek, antaranya: ",Pengaruh ArabIslam ڤڠاروه عربإسلم sunting sunting sumber Bahasa Arab dan agama Islam sangat mempengaruhi perkembangan bahasa Melayu Status bahasa Melayu yang bertaraf lingua franca dan keunikannya telah menyebabkan agama Islam disebarkan dalam bahasa Melayu dan tidak dengan bahasa Arab Walau bagaimanapun bahasa Arab melalui kedatangan agama Islam telah mempengaruhi perkembangan bahasa Melayu dalam beberapa aspek antaranya Pen eng nga gar aru ruh uhA hAr Ara rab abI bIs Isl sla lam amڤ mڤڠ ڤڠا ڠار ارو روه وهع هعر عرب ربإ بإس إسل سلم لمs مsu sun unt nti tin ing ngs gsu sun unt nti tin ing ngs gsu sum umb mbe ber erB rBa Bah aha has asa saA aAr Ara rab abd bda dan ana nag aga gam ama maI aIs Isl sla lam ams msa san ang nga gat atm tme mem emp mpe pen eng nga gar aru ruh uhi hip ipe per erk rke kem emb mba ban ang nga gan anb nba bah aha has asa saM aMe Mel ela lay ayu yuS uSt Sta tat atu tus usb sba bah aha has asa saM aMe Mel ela lay ayu yuy uya yan ang ngb gbe ber ert rta tar ara raf afl fli lin ing ngu gua uaf afr fra ran anc nca cad ada dan ank nke keu eun uni nik ika kan ann nny nya yat ate tel ela lah ahm hme men eny nye yeb eba bab abk bka kan ana nag aga gam ama maI aIs Isl sla lam amd mdi dis ise seb eba bar ark rka kan and nda dal ala lam amb mba bah aha has asa saM aMe Mel ela lay ayu yud uda dan ant nti tid ida dak akd kde den eng nga gan anb nba bah aha has asa saA aAr Ara rab abW bWa Wal ala lau aub uba bag aga gai aim ima man ana nap apu pun unb nba bah aha has asa saA aAr Ara rab abm bme mel ela lal alu lui uik ike ked eda dat ata tan ang nga gan ana nag aga gam ama maI aIs Isl sla lam amt mte tel ela lah ahm hme mem emp mpe pen eng nga gar aru ruh uhi hip ipe per erk rke kem emb mba ban ang nga gan anb nba bah aha has asa saM aMe Mel ela lay ayu yud uda dal ala lam amb mbe beb ebe ber era rap apa paa aas asp spe pek eka kan ant nta tar ara ran any nya ,ms,id
186,( 1825 –1855,– –   – ,hy,de
187,yang menggunakan teknik,yang menggunakan teknik yan ang ngm gme men eng ngg ggu gun una nak aka kan ant nte tek ekn kni nik ,ms,id
188,"↑ MILLS , Eric . Mathematics in Neptune 's Garden . Making the Physics of the Sea Quantitative , 1876-1900 in : Helen M. Rozwadowski , David K. Van Keuren ( vyd ) : The Machine in Neptune 's Garden",↑ ↑ MILLS M I L L S Eric E r i c Mathematics M a t h e m a t i c s in i n Neptune N e p t u n e s s Garden G a r d e n Making M a k i n g the t h e Physics P h y s i c s of o f the t h e Sea S e a Quantitative Q u a n t i t a t i v e in i n Helen H e l e n M M Rozwadowski R o z w a d o w s k i David D a v i d K K Van V a n Keuren K e u r e n vyd v y d The T h e Machine M a c h i n e in i n Neptune N e p t u n e s s Garden G a r d e n ↑ M  MI MIL ILL LLS LS  S     E  Er Eri ric ic  c     M  Ma Mat ath the hem ema mat ati tic ics cs  s i  in in  n N  Ne Nep ept ptu tun une ne  e s  s  s G  Ga Gar ard rde den en  n     M  Ma Mak aki kin ing ng  g t  th the he  e P  Ph Phy hys ysi sic ics cs  s o  of of  f t  th the he  e S  Se Sea ea  a Q  Qu Qua uan ant nti tit ita tat ati tiv ive ve  e         i  in in  n     H  He Hel ele len en  n M  M  M R  Ro Roz ozw zwa wad ado dow ows wsk ski ki  i     D  Da Dav avi vid id  d K  K  K V  Va Van an  n K  Ke Keu eur ure ren en  n     v  vy vyd yd  d         T  Th The he  e M  Ma Mac ach chi hin ine ne  e i  in in  n N  Ne Nep ept ptu tun une ne  e s  s  s G  Ga Gar ard rde den ,sk,nl
189,. Хр .,Хр Х р  Хр Хр  ,bg,uk
190,· La Jeunesse,· · La L a Jeunesse J e u n e s s e · L  La La  a J  Je Jeu eun une nes ess sse ,sv,ca
191,samnoma distrikto .,samnoma s a m n o m a distrikto d i s t r i k t o sam amn mno nom oma ma  a d  di dis ist str tri rik ikt kto to  ,eo,sv
192,Landet er omgitt,Landet er omgitt Lan and nde det ete ter ero rom omg mgi git itt ,no,nn
193,: Making Your,Making M a k i n g Your Y o u r  Ma Mak aki kin ing ng  g Y  Yo You our ,ur,uz
194,r i ː,r i ː riː ,fr,vi
195,لوزير خارجية مملكة,لوزير ل و ز ي ر خارجية خ ا ر ج ي ة مملكة م م ل ك ة لوز وزي زير ير  ر خ  خا خار ارج رجي جية ية  ة م  مم ممل ملك لكة ,el,ar
196,1 Landin •,Landin • Lan and ndi din in• ,hr,pt
197,posibil . Noul,posibil p o s i b i l Noul N o u l pos osi sib ibi bil il  l     N  No Nou oul ,ro,ca
198,sūriyya hoặc سوريا,sūriyya s ū r i y y a hoặc h o ặ c سوريا س و ر ي ا sūr ūri riy iyy yya ya  a h  ho hoặ oặc ặc  c س  سو سور وري ريا ,vi,ar
199,/ Camboya |,Camboya Cam amb mbo boy oya ,war,fr
200,"Control and Prevention , National Institute for Occupational Safety and",Control C o n t r o l and a n d Prevention P r e v e n t i o n National N a t i o n a l Institute I n s t i t u t e for f o r Occupational O c c u p a t i o n a l Safety S a f e t y and a n d Con ont ntr tro rol ol  l a  an and nd  d P  Pr Pre rev eve ven ent nti tio ion on  n     N  Na Nat ati tio ion ona nal al  l I  In Ins nst sti tit itu tut ute te  e f  fo for or  r O  Oc Occ ccu cup upa pat ati tio ion ona nal al  l S  Sa Saf afe fet ety ty  y a  an and ,el,sv
201,< ref >,ref r e f  re ref ef  ,tr,da
202,Macedónia / FYROM • Malta • Moldávia • Mónaco •,Macedónia FYROM • Malta • Moldávia • Mónaco • Mac ace ced edó dón óni nia iaF aFY FYR YRO ROM OM• M•M •Ma Mal alt lta ta• a•M •Mo Mol old ldá dáv ávi via ia• a•M •Mó Món óna nac aco co• ,pt,gl
203,E foi à,E foi à Efo foi oià ,pt,fr
204,", PP Mount",PP Mount PPM PMo Mou oun unt ,hr,ro
205,intitolarsi Revenge of,intitolarsi Revenge of int nti tit ito tol ola lar ars rsi siR iRe Rev eve ven eng nge geo eof ,it,en
206,", apan nagpabilin",apan nagpabilin apa pan ann nna nag agp gpa pab abi bil ili lin ,ceb,war
207,[ 118 ],,nn,en
208,Buenos Aires (,Buenos Aires Bue uen eno nos osA sAi Air ire res ,gl,es
209,. Nitya Venkataraman,Nitya N i t y a Venkataraman V e n k a t a r a m a n  Ni Nit ity tya ya  a V  Ve Ven enk nka kat ata tar ara ram ama man ,vi,tr
210,Trevor H. Worthy,Trevor H Worthy Tre rev evo vor orH rHW HWo Wor ort rth thy ,no,de
211,• Egipat •,• Egipat • •Eg Egi gip ipa pat at• ,hr,sh
212,"máthēma ) ,",máthēma mát áth thē hēm ēma ,vo,pt
213,per porre fine,per porre fine per erp rpo por orr rre ref efi fin ine ,it,gl
214,1992 Madrid ·,Madrid M a d r i d · ·  Ma Mad adr dri rid id  d · ,et,sv
215,Zakon o semenu,Zakon o semenu Zak ako kon ono nos ose sem eme men enu ,sl,sh
216,"dobara , gdje",dobara gdje dob oba bar ara rag agd gdj dje ,sh,hr
217,Шейх хан •,Шейх Ш е й х хан х а н • • Шей ейх йх  х х  ха хан ан  н • ,kk,ce
218,accettò la porpora,accettò la porpora acc cce cet ett ttò tòl òla lap apo por orp rpo por ora ,it,fr
219,"Saingilo ( in Azerbaijan ) , Tusheti , Khevsureti , Khevi , Pshavi , Fereydan ( in Iran ) , Mtiuleti and Meskheti . History Further information : Kartvelian languages and Proto-Kartvelian Further information : Old Georgian language",Saingilo in Azerbaijan Tusheti Khevsureti Khevi Pshavi Fereydan in Iran Mtiuleti and Meskheti History Further information Kartvelian languages and ProtoKartvelian Further information Old Georgian language Sai ain ing ngi gil ilo loi oin inA nAz Aze zer erb rba bai aij ija jan anT nTu Tus ush she het eti tiK iKh Khe hev evs vsu sur ure ret eti tiK iKh Khe hev evi viP iPs Psh sha hav avi viF iFe Fer ere rey eyd yda dan ani nin inI nIr Ira ran anM nMt Mti tiu iul ule let eti tia ian and ndM dMe Mes esk skh khe het eti tiH iHi His ist sto tor ory ryF yFu Fur urt rth the her eri rin inf nfo for orm rma mat ati tio ion onK nKa Kar art rtv tve vel eli lia ian anl nla lan ang ngu gua uag age ges esa san and ndP dPr Pro rot oto toK oKa Kar art rtv tve vel eli lia ian anF nFu Fur urt rth the her eri rin inf nfo for orm rma mat ati tio ion onO nOl Old ldG dGe Geo eor org rgi gia ian anl nla lan ang ngu gua uag age ,en,la
220,'' ) Vingtième,Vingtième V i n g t i è m e   V  Vi Vin ing ngt gti tiè ièm ème ,ko,ca
221,New York City,New N e w York Y o r k City C i t y New ew  w Y  Yo Yor ork rk  k C  Ci Cit ity ,lt,tr
222,: Changes in,Changes in Cha han ang nge ges esi sin ,id,en
223,"industriji papira ,",industriji papira ind ndu dus ust str tri rij iji jip ipa pap api pir ira ,sh,hr
224,– Distribution of,– – Distribution D i s t r i b u t i o n of o f – D  Di Dis ist str tri rib ibu but uti tio ion on  n o  of ,sv,eo
225,pada dua masa,pada dua masa pad ada dad adu dua uam ama mas asa ,ms,id
226,: „men labon-li,„men labonli „me men enl nla lab abo bon onl nli ,vo,es
227," ↑   Alireza Shapur Shahbazi (2005), ""The History of the Idea of Iran"", in Vesta Curtis ed., Birth of the Persian Empire, IB Tauris, London, p. 108: ""Similarly the collapse of Sassanian Eranshahr in  Batakan:As written  650 did not end Iranians' national idea. The name 'Iran' disappeared from official records of the Saffarids, Samanids, Buyids, Saljuqs and their successor. But one unofficially used the name Iran, Eranshahr, and similar national designations, particularly Mamalek-e Iran or ""Iranian lands"", which exactly translated the old Avestan term Ariyanam Daihunam. On the other hand, when the Safavids (not Reza Shah, as is popularly assumed) revived a national state officially known as Iran, bureaucratic usage in the Ottoman empire and even Iran itself could still refer to it by other descriptive and traditional appellations"". ",↑ Alireza Shapur Shahbazi The History of the Idea of Iran in Vesta Curtis ed Birth of the Persian Empire IB Tauris London p Similarly the collapse of Sassanian Eranshahr in BatakanAs written did not end Iranians national idea The name Iran disappeared from official records of the Saffarids Samanids Buyids Saljuqs and their successor But one unofficially used the name Iran Eranshahr and similar national designations particularly Mamaleke Iran or Iranian lands which exactly translated the old Avestan term Ariyanam Daihunam On the other hand when the Safavids not Reza Shah as is popularly assumed revived a national state officially known as Iran bureaucratic usage in the Ottoman empire and even Iran itself could still refer to it by other descriptive and traditional appellations ↑Al Ali lir ire rez eza zaS aSh Sha hap apu pur urS rSh Sha hah ahb hba baz azi ziT iTh The heH eHi His ist sto tor ory ryo yof oft fth the heI eId Ide dea eao aof ofI fIr Ira ran ani nin inV nVe Ves est sta taC aCu Cur urt rti tis ise sed edB dBi Bir irt rth tho hof oft fth the heP ePe Per ers rsi sia ian anE nEm Emp mpi pir ire reI eIB IBT BTa Tau aur uri ris isL sLo Lon ond ndo don onp npS pSi Sim imi mil ila lar arl rly lyt yth the hec eco col oll lla lap aps pse seo eof ofS fSa Sas ass ssa san ani nia ian anE nEr Era ran ans nsh sha hah ahr hri rin inB nBa Bat ata tak aka kan anA nAs Asw swr wri rit itt tte ten end ndi did idn dno not ote ten end ndI dIr Ira ran ani nia ian ans nsn sna nat ati tio ion ona nal ali lid ide dea eaT aTh The hen ena nam ame meI eIr Ira ran and ndi dis isa sap app ppe pea ear are red edf dfr fro rom omo mof off ffi fic ici cia ial alr lre rec eco cor ord rds dso sof oft fth the heS eSa Saf aff ffa far ari rid ids dsS sSa Sam ama man ani nid ids dsB sBu Buy uyi yid ids dsS sSa Sal alj lju juq uqs qsa san and ndt dth the hei eir irs rsu suc ucc cce ces ess sso sor orB rBu But uto ton one neu eun uno nof off ffi fic ici cia ial all lly lyu yus use sed edt dth the hen ena nam ame meI eIr Ira ran anE nEr Era ran ans nsh sha hah ahr hra ran and nds dsi sim imi mil ila lar arn rna nat ati tio ion ona nal ald lde des esi sig ign gna nat ati tio ion ons nsp spa par art rti tic icu cul ula lar arl rly lyM yMa Mam ama mal ale lek eke keI eIr Ira ran ano nor orI rIr Ira ran ani nia ian anl nla lan and nds dsw swh whi hic ich che hex exa xac act ctl tly lyt ytr tra ran ans nsl sla lat ate ted edt dth the heo eol old ldA dAv Ave ves est sta tan ant nte ter erm rmA mAr Ari riy iya yan ana nam amD mDa Dai aih ihu hun una nam amO mOn Ont nth the heo eot oth the her erh rha han and ndw dwh whe hen ent nth the heS eSa Saf afa fav avi vid ids dsn sno not otR tRe Rez eza zaS aSh Sha hah aha has asi sis isp spo pop opu pul ula lar arl rly lya yas ass ssu sum ume med edr dre rev evi viv ive ved eda dan ana nat ati tio ion ona nal als lst sta tat ate teo eof off ffi fic ici cia ial all lly lyk ykn kno now own wna nas asI sIr Ira ran anb nbu bur ure rea eau auc ucr cra rat ati tic icu cus usa sag age gei ein int nth the heO eOt Ott tto tom oma man ane nem emp mpi pir ire rea ean and nde dev eve ven enI nIr Ira ran ani nit its tse sel elf lfc fco cou oul uld lds dst sti til ill llr lre ref efe fer ert rto toi oit itb tby byo yot oth the her erd rde des esc scr cri rip ipt pti tiv ive vea ean and ndt dtr tra rad adi dit iti tio ion ona nal ala lap app ppe pel ell lla lat ati tio ion ons ,war,en
